달,날짜,기사 제목,감정 수치
동아일보,20190122, 사설 조해주 지명 철회해 선거 중립 논란의 싹 없애라,-1
동아일보,20190123, 사설 국민체감과 너무 동떨어진 국무조정실의 부처 평가,2
동아일보,20190123, 신문과 놀자  주니어를 위한 사설 따라잡기 한국인의 삶의 질 위협하는 미세   ,-1
동아일보,20190125, 사설  국민의 연금 이지  정부의 연금 이 아니다,-1
동아일보,20190126, 사설 평균 나이 9세  늙어가는 벤처기업  혁신정책을 혁신하라,2
동아일보,20190126, 사설 대통령 만나서도 자기들 주장만 던진 민노총의 불통과 오만,0
동아일보,20190130, 사설 사회적 대화 끝내 걷어찬 민노총  더 이상 나라가 볼모 잡힐 수 없다,-2
동아일보,20190130, 사설  예타  건너뛸 24조 사업  끝까지 따져봐야 헛돈 안 된다,0
동아일보,20190131, 기고 정구종 문 대통령  G20에서 아베 만나야,1
동아일보,20190131, 사설 김경수 댓글 조작 법정구속  집권세력 통렬히 반성해야,-1
동아일보,20190201, 사설 광주형 일자리  勞가 약속 지켜야 지속가능하다,2
동아일보,20190201, 사설 與  김경수 재판  불복  유리하면 정의고 불리하면 적폐인가,1
동아일보,20190202, 사설 국민연금의 한진칼 주주권 행사  대기업 길들이기 악용 안된다,0
동아일보,20190207, 사설 韓美정상  北 美 베트남 회담 앞서  완전 비핵화  재확인하라,0
동아일보,20190208, 사설 설 연휴  누군가의 생명을 지키려다 자신을 희생한 의사,0
동아일보,20190209, 사설  주 52시간도 규제   경직된 제도 운용 질타한 벤처 주역들,1
동아일보,20190211, 사설 제2 광주형 일자리  기업 시장 過부담 없도록 신중히,0
동아일보,20190215, 사설 달래기 대책으론 한계 뻔한 자영업 구하기  결국은 일자리다,-1
동아일보,20190218, 사설 트럼프의 비핵화 이탈 시사  北 美  졸속합의  방관해선 안된다,-2
동아일보,20190219, 사설 이 격변기에 駐中 대사 계속 비워둬도 되나,0
동아일보,20190221,발끈한 靑대변인  블랙리스트라고 먹칠하지 말라 ,0
동아일보,20190221, 사설 北 美 담판 앞두고  남북경협 떠맡겠다 는 대통령의 조바심,-1
동아일보,20190222, 사설 일자리 감소로 더 심해진 소득 양극화  방치하면 사회기반 흔들린다,-2
동아일보,20190223, 사설 객관성 투명성 부족한 洑 해체 결정  공론화절차 제대로 밟아야,-2
동아일보,20190225, 사설 김정은이 꿈꾸는 北 미래  완전한 비핵화 없인 신기루다,-1
동아일보,20190227, 사설 과격 시위꾼 特赦  통합과 비폭력의 3 1정신에 맞나,-1
동아일보,20190301, 사설 靑  남북관계 몰두하다 韓美공조 놓쳤는지 돌아봐야,0
동아일보,20190302, 사설 북핵 협상 속 中 日 대사 자리가 靑 출신 경력관리용인가,0
동아일보,20190304, 사설 다들 안 하려는 전경련 회장  서로 하려는 中企중앙회장,-1
동아일보,20190305, 사설 美는  완전 비핵화 빅딜 하자는데  韓은 영변 강조하며 엇박자,-1
동아일보,20190307, 사설 北 미사일 활동 노출시위  또  비싸게 팔기 용 도발인가,0
동아일보,20190308, 사설 기업들 애타는데 또 브레이크 걸린 탄력근로 개선안,1
동아일보,20190309, 사설 장관 7명 교체   청와대 내각  탈피하는 전환점 돼야,-1
동아일보,20190312, 사설 15년 전  전공노 파업 엄단  이젠 大法 판결 뒤집는  복직 특별법 ,0
동아일보,20190313, 사설 통일장관 후보의 걱정스러운 대북관  더 한심스러운 저질 언사들,0
동아일보,20190314, 사설 유엔  北 제재 피하며 核활동   비핵화 협상은 눈속임용이었다,-2
동아일보,20190314, 사설 미세먼지  범국가적으로 과학적 근거 축적과 외교전 나서야,-1
동아일보,20190315, 사설 건강보험 적자 청구서 내밀기 전에 새는 곳간부터 막아라,0
동아일보,20190318, 사설 한계 드러난  중재자 론 접고 당사자로 北 비핵화 이끌라,-2
동아일보,20190319, 사설 떠들썩한 수사로 울산시장 선거판 흔든 책임과 진실 규명하라,1
동아일보,20190319, 사설 與  선거제 개혁 의지 있으면 다른 법안 연계 말아야,0
동아일보,20190320, 사설 흠결 다 알고도 지명했다는 靑  국민 눈높이 우습게 봤나,-1
동아일보,20190321, 사설  하노이 이전 에 갇혀 국제사회 불신받는 한국 외교,-1
동아일보,20190322, 사설 혁신금융  정부가 플레이어로 나서지 않아야 성공한다,2
동아일보,20190322, 사설 북한 도발을 도발이라고 하기 싫은 국방부 장관,-1
동아일보,20190323, 사설 美는 제재 경고  北은 연락사무소 철수 뒤통수  길 잃은 대북정책,0
동아일보,20190325, 사설 김은경 영장 청구에 압박성 논평 내놓은 靑,0
동아일보,20190325, 사설 25일부터 장관 청문회  철저 검증으로  통과의례  오명 벗어라,1
동아일보,20190327, 사설 3년 만에 100조 늘어난 슈퍼예산 500조  재정중독 걱정된다,-2
동아일보,20190328, 사설 이러려면 청문회 뭐하러 하는가,0
동아일보,20190329, 사설  3 8 개각 참사  조현옥 조국 책임 물어 경질하라,0
동아일보,20190330, 사설 하노이 후 첫 韓美 정상회담  동맹 균열 치유해 한목소리 내야,0
동아일보,20190401, 사설 靑시스템 수술 없이 2명 낙마로 봉합하면  인사 참사  또 터진다,0
동아일보,20190401, 사설 공무원이 바뀌어야 대한민국 내일이 있다,0
동아일보,20190402, 사설 최악의 韓日 관계로 점점 커져가는 경제 쓰나미 우려,-2
동아일보,20190403, 사설 청년들의 눈물 씻어줘야 대한민국 미래의 문 열린다,-1
동아일보,20190404, 사설 北에 석유 넘긴 韓선박  엄정 처리해  제재 구멍  오명 벗어야,0
동아일보,20190405, 사설  인사 참사  반쪽 사과한 靑  민심 경고 아직도 못 읽는가,0
동아일보,20190406, 사설 신문은 공공 문화 콘텐츠  구독료도 소득공제 검토해야,-2
동아일보,20190406, 사설 구겨진 태극기  구겨진 國格  기초부터 무너진 외교부,0
동아일보,20190409, 사설 국회  스스로 자랑하는  일하는 국회법  부끄럽지 않게 하라,0
동아일보,20190409, 사설 김연철 박영선 임명 강행으로 민심 역주행한 靑,0
동아일보,20190411, 사설 건보 확대  시스템 개혁 없이 감당할 수 있나,0
동아일보,20190412, 사설 韓美정상 향해  자력갱생  외친 김정은의 오판,0
동아일보,20190413, 사설 설득 대상은 트럼프 아닌 김정은임을 다시 일깨운 韓美회담,2
동아일보,20190415, 사설 美에 퇴짜 맞고 南에  오지랖  막말한 김정은의 억지와 허세,0
동아일보,20190417, 신문과 놀자  주니어를 위한 사설 따라잡기 청년 눈물 닦아줄 정책 마련해야,-1
동아일보,20190418, 사설 核시설 움직임  김정은 신격화  北 관심끌기용 도발 대비해야,-2
동아일보,20190419, 사설  先남북경협  외치며 제재 무력화 총대 멘 金통일,-1
동아일보,20190420, 사설 北은 중 러 밀착하는데 韓은 北만 바라볼 건가,0
동아일보,20190420, 사설 여론과 국회 외면한 헌법재판관 임명  靑 눈감고 귀 막았나,0
동아일보,20190426, 사설 푸틴까지 끼어든 북핵 줄다리기  제재 또다른 구멍 생기나,0
동아일보,20190426, 사설 둘로 쪼개진  법의 날   이념과 진영논리에 무너지는 법치주의,-1
동아일보,20190427, 사설  김정은의 善意에 기댄 비핵화 의 허구성 일깨운 4 27 후 1년,0
동아일보,20190427, 사설  블랙리스트  수사 결과  靑 면죄부 아니다,-2
동아일보,20190429, 사설 때려잡기식 적폐청산에 경종 울린 박찬주 뇌물죄 항소심 무죄,-2
동아일보,20190430, 사설 日  레이와 시대  개막  한일관계 개선 전환점 삼아야,1
동아일보,20190501, 사설 文 대통령 삼성전자 방문  핵심 산업 육성의 신호탄 돼야,0
동아일보,20190502, 사설 中   아홉 살 딸 북송 말라 는 애끊는 호소에 귀 막지 말라,0
동아일보,20190502, 사설 점입가경 거대 노조 밥그릇 싸움  노조원들 쓴소리 안 들리나,-1
동아일보,20190502, 사설 공공기관들 실적 급락   개혁  총대 멘 방만경영 탓이다,0
동아일보,20190503, 사설 적폐청산 재차 강조한 文  원로들  통합  苦言 귀담아들어야,0
동아일보,20190504, 사설 靑 가세한 與野 소모적 대치  민생 귀 막고 총선만 볼 건가,0
동아일보,20190507, 사설 제2 금융권과 지방경제 신음  진짜 위기 전조 아닌가,-1
동아일보,20190509, 사설 아집과 진영논리 버리고 소통과 통합의 국정 펼치라,1
동아일보,20190509, 사설 대북 식량지원   도발에 보상  돼선 안 된다,0
동아일보,20190510, 사설 또 미사일 쏜 北   군사협정 위반 아니다  또 감싸는 南,-1
동아일보,20190511, 사설 현실과 괴리된 대통령 경제 인식  누구 탓인가,0
동아일보,20190513, 사설 관료 복지부동 비난한 黨靑실세  공무원만 비난할 수 있나,-1
동아일보,20190514, 사설 2년 시행착오 눈감은 채  마이웨이 만 고집하나,-1
동아일보,20190515, 논설위원 파워 인터뷰  국민 피눈물 젖은 돈  전관 고액 수임료  제한규정   ,-1
동아일보,20190516, 사설 최악 청년실업률   고용부진 최저임금 탓  IMF 경고 받아들여야,-2
동아일보,20190517, 사설 트럼프 6월 방한  4 11 워싱턴  속빈 회담  재연 안 된다,0
동아일보,20190517, 사설  포용 국가  가속페달 밟다가 재정건전성 훼손해서야,-2
동아일보,20190520, 사설 전교조 30주년  이념 편향 자성 없이 정치 투쟁만 외칠 건가,1
동아일보,20190521, 사설 공직자 징계완화 넘어 공직사회 낡은 생각을 쇄신하라,-2
동아일보,20190522, 사설 文대통령  단도 미사일  失言  北 도발 현실부정 아니길,0
동아일보,20190523, 사설 바이오헬스산업의  스티브 잡스 는 한국에서 나와야,0
동아일보,20190523, 사설 OECD 이어 KDI도 성장률 낮춰  경보음 이래도 부족한가,-2
동아일보,20190524, 사설 韓美 정상 통화 유출  대한민국 외교의 신뢰가 무너졌다,1
동아일보,20190527, 사설 2년 새 최하위층 소득 16  감소  현 정부 경제정책의 역설,1
동아일보,20190528, 사설 與 실세 만나 사진까지 찍힌 서훈 국정원장의 위험한 처신,-1
동아일보,20190531, 사설 대통령은 野공격  野는 기밀유출 강변  국민은 안 보이나,0
동아일보,20190601, 사설 어렵게 첫발 뗀 현대重 합병  밥상 엎는 愚 없어야,-2
동아일보,20190604, 사설 안건 처리율 30   이런 민폐국회는 없었다,0
동아일보,20190605, 사설 비용계산 허술하고 구체성 떨어지는 신재생에너지 청사진,0
동아일보,20190607, 사설 천안함 폭침 연평해전 유족 울린 靑의  김정은 메뉴판 ,-1
동아일보,20190607, 사설  애국에 보수 진보 없다 며 정작 역사전쟁 불 지핀 현충일 추념사,0
동아일보,20190608, 사설 최저임금  업종별 지역별 차등적용 추진이 옳다,1
동아일보,20190610, 사설 한 달 만에 경제 낙관론 접은 靑  정책도 확 바꿔라,1
동아일보,20190611, 사설 싱가포르 1년  北만 바라보며 외교격랑 넘을 수 있나,0
동아일보,20190611, 사설 양정철 與 광역단체장들의 부적절한 만남,1
동아일보,20190613, 사설 北 입발림 친서  南 낭만적 평화론   대화 위한 대화  안 돼야,-1
동아일보,20190614, 사설 법무부 장관 主演의 블랙코미디  기자 없는 기자회견,0
동아일보,20190617, 사설 韓日 정상  오사카 G20 모멘텀 놓치지 말라,1
동아일보,20190617, 사설  ILO 비준  공언 文대통령  기운 운동장 바로잡는 게 먼저다,1
동아일보,20190618, 사설 20일 訪北 시진핑  비핵화 훼방꾼은 되지 말아야,-2
동아일보,20190618, 사설 檢총장 윤석열 지명  집권 후반도 적폐수사로 지새울 건가,0
동아일보,20190621, 사설 공공기관 사회적 책임 강조하다 경영 부실 부를 건가,0
동아일보,20190622, 사설 정책기조 확 바꿔  反 기업 정책실장  우려 씻어내라,1
동아일보,20190622, 사설  이런 괴물 되라고 민노총 만든 것 아니다 ,-2
동아일보,20190624, 사설 北美 친서  北中 밀착  G20 외교전에서 한국은 어딨나,0
동아일보,20190624, 사설 北어선 발표에 靑 정무적 판단 개입됐는지 진상 밝혀야,1
동아일보,20190625, 사설 트럼프 訪韓   흥미로운 쇼 로 흘러선 안 돼,1
동아일보,20190625, 사설 극히 당연한 대통령의  남침  언급이 반가운 6 25 69주년,2
동아일보,20190626,美  트럼프 방한중 김정은 안 만나    판문점 깜짝 이벤트  없다,1
동아일보,20190627, 사설 금강산관광 띄우는 與  비핵화 꼬여도  지르고 보자 는 건가,-2
동아일보,20190627, 사설 조국 법무장관 카드  외고집 정치 논란 자초하나,0
동아일보,20190629, 사설 美中 패권경쟁에 낀 한국   미루고 피하는 외교 론 안 된다,-1
동아일보,20190701, 사설 南北美 역사적 첫 DMZ 회동  식어가던 대화 동력 살렸다,-1
동아일보,20190702, 사설 잇따른 비정규직 파업 위기  장밋빛 공약의 부메랑이다,1
동아일보,20190703, 사설 문재인케어 2년  재정 고갈 넘어설 대책 있나,1
동아일보,20190703, 사설 靑  지금이 자화자찬 SNS 홍보할 때인가,-1
동아일보,20190704, 사설 경계실패와 말 바꾸기 모자라  셀프 조사 로 꼬리만 자른 軍,0
동아일보,20190705, 사설 노조와  노동법원 설치 협력  약속한 대법원의 상식 밖 처신,0
동아일보,20190708, 사설 윤석열 청문회  모든 의혹 철저히 풀어야 令선다,-1
동아일보,20190709, 사설 독설 모욕 이어 근거없는 주장까지  막나가는 아베,-2
동아일보,20190709, 사설 고용보험 5년 뒤 고갈  사회보험을 쌈짓돈처럼 쓴 결과다,-1
동아일보,20190709, 사설 文  냉정 대응  野도  초당 협력   지금 우리가 가야 할 길,1
동아일보,20190710, 사설 검찰총장 후보자의 수상한 처신과 위증 논란,-1
동아일보,20190711, 사설 日 보복사태 최악 시나리오 현실화에 대비해야,-2
동아일보,20190711, 사설  전례 없는 비상 상황   脫코드 대탕평 개각 없인 극복 못 한다,1
동아일보,20190715, 사설 최저임금 사과한 文대통령  못 지킬 약속 집착 말아야,0
동아일보,20190716, 사설 文  외교 場으로 돌아오라   日 바꿀 냉철한 대책 뒤따라야,0
동아일보,20190717, 사설 위증 사과도 없이 검찰총장 임명  檢 중립 지켜 오점 씻어라,0
동아일보,20190717, 사설  외교적 해결  외면한 日   세계질서 약화  비판 안 들리나,-2
동아일보,20190719, 사설 여야  초당적 對日 외교   구체적 해법도 머리 맞대야,-1
동아일보,20190720, 사설 신중해야 할 韓日 정보협정 거론  안보를 도구 삼는 日과 달라야,0
동아일보,20190722, 사설 韓日 분쟁에 어정쩡한 트럼프  일희일비 말고 동맹강화 주력해야,-2
동아일보,20190722, 사설 의도적으로 국민 편 가르는 조국 수석  치기인가 정략인가,1
동아일보,20190722, 사설 파국 부추기는 日 언론 정관계 인사들의 내정간섭 망언,0
동아일보,20190723, 사설 문정인 주미대사 카드  지금 이 상황에 뜬금없지 않나,1
동아일보,20190727,日 유력언론  한일  외교 대화로 출구 찾아야 ,-1
동아일보,20190727, 사설 司正라인 교체  살아있는 권력에 엄정할 수 있는 인선인가,1
동아일보,20190727, 사설  南당국자 이상한 짓   더 오만해진 김정은  더 고도화된 미사일,-2
동아일보,20190803, 사설 자유무역 짓밟은 日의 無道  단호히 대응하되 냉정하게,1
동아일보,20190805, 사설 소녀상 전시 막은 日  거듭 용서 구하는 獨,0
동아일보,20190806, 사설 소재 부품 국산화 집중 지원하되 단기 처방 그쳐선 안 돼,-1
동아일보,20190807, 사설 미사일로 되돌아온  평화경제   日常이 된 北 도발,-1
동아일보,20190807, 사설 日 도발 대응 민관정 협의체에 전경련 빠져선 안돼,0
동아일보,20190808, 김순덕 칼럼 反日감정 불 지르는 정치는 애국인가,2
동아일보,20190809, 사설 신임 美국방 방한  분담금 中東파병 청구서 꼼꼼히 따지길,-1
동아일보,20190809, 사설 미증유 위기 속 개각  정말 자리 걸맞은 인물 등용하라,0
동아일보,20190809, 사설 靑도 장관도 보여주기식 기업인 호출 남발 말아야,0
동아일보,20190810, 사설  조국 개각   위기의식도 쇄신의지도 안 보인다,-1
동아일보,20190812, 사설 美  돈 내라  비틀고  北은 망발까지  대화에 안달하지 말라,-2
동아일보,20190813, 사설 송곳 청문회로 부적격 후보 걸러내고 靑은 결과 존중하라,-1
동아일보,20190813, 사설 北 도발할수록 대응 낮추는 靑  안보 컨트롤타워 정상 아니다,-1
동아일보,20190814, 사설 北옹호  내재적 접근 과 경솔한 언행 판치는 자격미달 안보팀,-1
동아일보,20190814, 사설 자기들은  수출관리   韓은  WTO 위반 이라는 日의 이율배반,0
동아일보,20190814, 사설 與  예산 대폭 증액 요구  더 추운 시절은 염두에 없나,0
동아일보,20190814, 신문과 놀자  주니어를 위한 사설 따라잡기 소녀상 전시 막은 일본  거듭 용   ,0
동아일보,20190815, 사설 방통위원장 후보자  가짜뉴스 규제   규제 오남용 안 된다,-2
동아일보,20190816, 사설  평화경제 의 꿈  北 비핵화 없이는 발도 못 뗀다,-1
동아일보,20190816, 사설 확전 자제하고 대화 여지 보여준 韓日 8 15 메시지,-1
동아일보,20190817, 사설 北저질 막말에도 인내심  국민의 모멸감은 어찌할 것인가,-1
동아일보,20190817, 사설 北저질 막말에도 인내심  국민의 모멸감은 어찌할 것인가,-1
동아일보,20190819,아사히  상호보복 끝내야   요미우리  한국에 냉정한 대응을 ,1
동아일보,20190819, 사설 갈수록 수상한  조국 의혹   규명과 추궁 피할 수 없다,-2
동아일보,20190820, 사설 의혹투성이 법무장관으로는 사법개혁 못 한다,-1
동아일보,20190820, 사설 韓日 외교장관 이번엔 실권 갖고 轉機 만들어야,0
동아일보,20190822, 사설 보수 통합한다면서 삿대질부터  가치와 비전부터 세워라,1
동아일보,20190824, 사설 지소미아 파기  韓  이해 구했다 는데 美는  그런 적 없다 ,-2
동아일보,20190826, 사설 조국 더 버티는건 임명권자에 대한 무례고 국민 모독이다,-2
동아일보,20190829, 사설 조국  부끄러움을 모르는 건가 개념이 없는 건가,-2
동아일보,20190829, 사설 현대차 8년 만의 無파업 임단협 타결,0
동아일보,20190830, 사설 한미동맹 기반 흔드는 문재인 정부의 경솔한 외교,0
동아일보,20190830, 사설 적자국채로 사상 최대 예산  땜질처방보다 민간 활력 살려야,1
동아일보,20190831, 사설 미래 산업 청년 창농으로 달라지는 농업,0
동아일보,20190831, 사설 1년 만에 원점 되돌아온 국민연금 개혁  골든타임 지나간다,0
동아일보,20190831, 사설 동시다발적 조국 구하기 나선 여권의 자기모순과 反개혁성,-1
동아일보,20190902, 사설 자격미달 조국 둘러싼 소모전 국론분열  文대통령이 끝내야,0
동아일보,20190905, 사설 중산층은 줄고 청소년은  공무원 을 꿈꾸는 나라,0
동아일보,20190907, 사설 도입 20년  民度 못따라가는 인사청문제 근본 개선해야,0
동아일보,20190907, 사설 한달간 온나라를 찢어놓은 조국사태  이제 文 대통령이 끝내라,0
동아일보,20190909, 사설 민심 거슬러 조국 임명 강행하면 그 자체가 反개혁,0
동아일보,20190910, 사설 초유의 비정상이 몰고올 분열 갈등 혼란  누가 감당하나,1
동아일보,20190911, 사설 조국 임명 과정 자체가 많은  나쁜 선례 를 남겼다,-1
동아일보,20190911, 사설  실검 전쟁  방조하며 돈 버는 포털  여론 조작 분열 공범이다,0
동아일보,20190911, 신문과 놀자  주니어를 위한 사설 따라잡기 미래산업으로 조명받는 농업,0
동아일보,20190916, 사설 韓美 정상회담  대북 조급증 걷어내고 동맹 균열부터 막아야,1
동아일보,20190916, 사설 이산가족 상봉 좌절이  남북 정부 모두 잘못 이라는 對北 저자세,-1
동아일보,20190917, 사설 전작권 전환   정치 시간표 에 쫓겨선 안 된다,1
동아일보,20190917, 사설 조국  검찰 수사 매듭 때까지 의혹 살 행보 자제하라,-1
동아일보,20190918, 사설  촛불정부  첫 대규모 교수 시국선언에 담긴 절망과 분노,-2
동아일보,20190918, 사설 외교장관 靑 안보차장 공개 충돌  비정상 시스템 속 막장극,1
동아일보,20190919, 사설 비핵화 없는 남북평화의 공허함 보여준 9 19선언 1년,-1
동아일보,20190919, 사설 전 월세 갱신 청구권 도입  폭넓은 의견 수렴부터 거쳐야,0
동아일보,20190919, 사설 낡고 해진  386정치  대체할 차세대가 전면 나서야,-1
동아일보,20190921, 사설 한일관계 이대로 방치하는 건 미래에 대한 무책임이다,-1
동아일보,20190923, 사설 韓美회담  北이 오판하기 딱 좋은 환경 확실히 정리해야,1
동아일보,20190924, 사설 법적이든 도의적이든 정치적이든  조국 당장 물러나야,1
동아일보,20190924, 사설 공공기관장 자동 물갈이法  경영안정성 독립성 해칠 우려 크다,-2
동아일보,20190925, 사설 美  비핵화 前 제재해제 없다   北  헛된 기대 접고 기회 잡아라,-2
동아일보,20190927, 사설  부모 스펙  대책의 엉뚱한 종착점  대학 때리기,-1
동아일보,20190927, 사설 조국 수사 때리는 범여권 인사들의 궤변과 억지,-1
동아일보,20190928, 사설 檢 개혁 위해서도 조국은 안돼  文대통령 결단 미루지 말라,-1
동아일보,20190930, 사설 장관 한 명 때문에 갈라지고 찢어진 대한민국,1
동아일보,20191001, 사설 북 미 실무협상 시작도 전에  정상회담  고대하는 文대통령,1
동아일보,20191002, 사설 검찰  어떤 외압에도 주춤 말고 조국 의혹 철저히 밝혀라,-1
동아일보,20191004, 사설 文  대한민국 분열 방치 말고 통합 위한 결단 하라,0
동아일보,20191005, 사설 文대통령 경제4단체장 만남  경제정책 새판 짜는 계기 돼야,1
동아일보,20191007, 사설 대통령  주 52시간 보완   기업 활로 열 실질 대책 나와야,0
동아일보,20191008, 사설 대통령은  국론 분열  아니라지만  국민은 불안하고 불편하다,-2
동아일보,20191010, 사설 IMF WB 글로벌 경기둔화 경고  기업 氣 살리기로 위기 넘자,-2
동아일보,20191011, 사설  조국 수사  종료 시점 셀프 설정한 법무부 檢개혁추진단장,1
동아일보,20191011, 사설 文   조국 퇴진  민심에 더 이상 귀 막고 눈감지 말라,0
동아일보,20191012, 사설 삼성 디스플레이 13조 투자에  존경과 감사  화답한 文,1
동아일보,20191014, 사설 광장 勢대결 일단 종료  靑 이런 분열 다시 없게 결단하라,0
동아일보,20191015, 사설 나쁜 선례 남긴 조국사태  갈라진 사회  상처입은 민심,-2
동아일보,20191016, 사설 미래차 비전  제도가 기술 발목 잡는단 말 안 나오게 해야,-1
동아일보,20191017, 사설 백마 탄 김정은이 보여주는 시대착오적 北 체제의 본질,1
동아일보,20191017, 사설  연금사회주의  길 여는 자본시장법 시행령 개정  전면 재고해야,-1
동아일보,20191018, 사설  기업 투자 환경 조성에 최선  대통령의 말 현장에서 실행돼야,0
동아일보,20191019, 사설 文대통령 곧 아베에 친서  韓日 모두 해빙 기회 놓치지 말아야,-1
동아일보,20191021, 사설 심리적 마지노선 성장률 2  위협받는 한국경제,0
동아일보,20191022, 사설 기소 이뤄진 사건도 수사공보 금지  중대한 알 권리 침해다,-1
동아일보,20191022, 사설 외국인 투자는 물론 우리 수출까지 막는  갈라파고스 규제 ,0
동아일보,20191023, 사설  정시 확대 추진   공교육 혁신 함께해야  공정교육 된다,1
동아일보,20191023, 사설 文  재정확장 필수   513조 슈퍼예산  돈 풀기 남용  없어야,1
동아일보,20191024, 사설  조국 뉴스는 가짜뉴스   이런 편향교육 방관할 건가,-1
동아일보,20191024, 사설 금강산관광 중단이 누구 때문인데  南시설 철거  협박하나,-1
동아일보,20191025, 사설 이낙연 아베  韓日관계 방치 안 돼   연내 정상회담 길 열어야,1
동아일보,20191026, 사설 文 한마디에 일년 공론화 없던 일로  교육개혁  과속  위험하다,-2
동아일보,20191029, 사설 예산 있는데 입법 안돼 사업 차질  국회의 심각한 민생 방기,-1
동아일보,20191030, 사설 집 한 채가 전부인 은퇴자들 압박하는 건강보험료 폭탄,0
동아일보,20191031, 사설 이해찬의 진정성 부족한 사과   公正  개혁 믿음 가겠나,-2
동아일보,20191031, 사설 한국당  쇄신 없이 反文정서에만 기댄 꼼수로는 미래 없다,0
동아일보,20191101, 사설 광역교통 비전  예산 확보 못하면  총선용  공수표 된다,0
동아일보,20191102, 사설 核독점 이어 대남 타격용 재래식전력 증강에 혈안이 된 北,-1
동아일보,20191104, 사설 지소미아 종료 코앞인데  한일갈등 이대로 방치할 건가,0
동아일보,20191106, 사설 대화 필요성 공감한 韓日  이제 갈등 해법 본격 논의를,-2
동아일보,20191107, 사설 학생 군인 줄고 노인의료비만 급증   발등의 불  저출산 고령화,-2
동아일보,20191108, 사설  ICBM 이동발사  논란  실존하는 北위협 놓고 말장난만 하나,0
동아일보,20191108, 사설 반환점 맞은 文정부  낙제점 경제 정책 기조 바꿔야,1
동아일보,20191109, 사설 다시 절반의 시간  文  실종된 국민통합 정치 복원하라,1
동아일보,20191111, 사설 野와 대화로 임기 후반기 시작한 文  귀 열고 협치하라,-1
동아일보,20191112, 사설 脫코드 대탕평 개각으로 임기 후반기 국정 쇄신 이끌라,1
동아일보,20191113, 사설 설계자들도  속도조절 실패  인정한 J노믹스,1
동아일보,20191116, 사설 분담금 지소미아에 훈련축소까지 동맹 강화 逆으로 간 SCM,-1
동아일보,20191118, 사설 임종석 김세연 불출마 선언  화석화된 정치판에 변화 물꼬 트길,-1
동아일보,20191118, 日정부  수출규제 철회 불가 방침 美에 전달 ,1
동아일보,20191120, 사설 변화의 불씨 뭉개려는 한국당  인적 쇄신에 존폐 걸렸다,-1
동아일보,20191120, 사설 소통의 문 열었지만 국정 쇄신 기대에 못미친 국민과의 대화,-1
동아일보,20191121, 사설  부동산 가격 안정화되고 있다 는 文  현실 제대로 보고 받나,1
동아일보,20191121, 사설 美국방  미군 감축 예측 않겠다   한미 양측에서 흔들리는 동맹,0
동아일보,20191122, 사설 지소미아 D데이  갈림길에 선 한국 외교,0
동아일보,20191123, 사설 文 정부의 대북 구애도  北의 오만방자함도 도 넘었다,1
동아일보,20191125,아사히  日도 이성 찾고 수출규제 철회를 ,0
동아일보,20191126, 사설 유재수 영장청구  靑 특감 중단시킨 윗선 밝혀야,0
동아일보,20191126, 사설 한 아세안 정상회의  美中日 편중 교역 다변화 계기로,0
동아일보,20191127, 사설 北 포 사격 시늉만 항의  저자세는 도발 수위만 높인다,0
동아일보,20191127, 사설 票계산 하다 국민연금 개혁 사실상 포기한 정부,0
동아일보,20191128, 사설  靑 하명수사  의혹 실체적 진실 밝혀져야,0
동아일보,20191129, 사설 靑 하명수사 의혹  김기현 첩보 건넨 백원우 철저히 수사하라,-1
동아일보,20191129, 사설 교육부  정시 40  확대   갈지자 교육정책 언제 또 바뀔지 ,1
동아일보,20191203, 사설  백원우팀  민정 본연 업무 외 일 개입 의혹 낱낱이 밝혀져야,0
동아일보,20191205, 사설 黨靑  검찰 압박 말고 檢도 신속한 수사로 오해 소지 없애라,-2
동아일보,20191206, 사설 南北美 정상  거짓 친분  2년  이제 환상서 깨어날 때다,-1
동아일보,20191206, 사설 추미애 장관 지명  비정상 靑 법무 검찰 관계 정상화돼야,-1
동아일보,20191206, 사설  大國의 小國 괴롭힘 반대  사돈 남 말하는 듯한 中 외교,0
동아일보,20191207, 사설 기재부  노동  공공 등 구조개혁   지지세력 거스를 용기내야,0
동아일보,20191209, 사설  ICBM 레드라인  건드리려는 北의 자기파괴적 벼랑끝전술,-1
동아일보,20191210, 사설 트럼프는  선거   文은  평화  골몰  더 무모해지는 김정은,-2
동아일보,20191212, 사설 예산 견제는커녕 깜깜이 협의로 나눠먹기한 탐욕 국회,-1
동아일보,20191213, 사설 총리 인선 총선용 개각 조속히 매듭짓고 공직기강 다잡으라,0
동아일보,20191214, 사설 분양가 상한제 소주성 낙제점  시장 무시 정책은 필패한다,-1
동아일보,20191216, 사설 한일 정상  국내정치 뛰어넘어 年內 관계개선 실마리 찾아야,2
동아일보,20191217, 사설  문재인 케어 1년  기대 못 미친 성적표  근본적 재설계해야,-2
동아일보,20191218, 사설 丁 후보자  삼권분립 약화 우려 넘어설 협치 진정성 보여줘야,-1
동아일보,20191219, 사설 적폐로 몰며 자율성 뺏는데 私學혁신 가능하겠나,1
동아일보,20191220, 사설 장밋빛 2020 경제정책방향  구조개혁 없이 경제활력 늘겠나,2
동아일보,20191220, 사설 음주운전 거짓말 부적격 논란 낙마자를 다시 중용하다니,-2
